0,194,0,561,0,0,158,0,0,1081
0,154,0,0,278,591,0,416,0,562
352,225,0,0,0,368,180,0,181,661
291,240,0,0,46,350,136,0,144,818
0,151,0,0,203,0,285,580,137,705
242,172,153,350,0,0,0,0,140,828
204,245,0,351,0,366,0,0,157,690
0,91,249,0,0,0,0,545,203,845
325,0,0,0,0,326,212,63,0,1055
216,216,214,0,100,469,288,0,42,492
32,0,385,198,0,298,0,236,0,862
0,0,0,0,50,610,0,0,0,1382
0,314,0,0,64,536,0,0,0,997
0,312,279,0,163,0,382,0,73,813
0,0,0,0,98,0,0,0,382,1509
118,203,159,165,181,498,0,0,0,677
0,173,0,513,0,218,292,0,175,618
271,0,0,0,258,0,0,0,388,1043
0,303,0,0,156,0,182,0,0,1414
50,0,346,216,0,0,317,481,97,452
195,0,307,0,219,0,0,0,336,986
0,303,0,531,0,399,0,0,164,593
0,284,188,161,270,443,0,0,0,602
186,180,213,174,197,0,0,493,0,688
16,0,317,0,442,380,218,101,0,566
389,0,0,0,327,0,175,0,0,1083
0,0,316,393,0,71,398,0,0,842
72,154,240,215,163,0,0,489,102,622
0,0,351,425,0,286,0,0,0,909
0,0,350,0,287,0,224,300,0,862
329,0,0,0,439,388,170,30,0,674
0,0,0,242,205,0,178,298,0,1053
191,57,0,367,75,0,172,0,124,972
163,0,0,389,195,0,221,0,215,723
378,36,0,0,212,0,0,402,212,738
0,155,182,0,0,525,0,389,108,652
375,71,0,0,0,326,0,296,0,983
193,251,0,342,110,433,0,0,0,709
452,206,151,0,0,0,0,0,0,1163
0,135,0,0,0,0,311,534,0,1005
0,0,221,115,211,0,162,329,0,918
269,0,234,0,218,453,0,0,185,661
0,0,394,0,0,237,334,0,0,993
332,195,184,0,0,0,0,0,188,1170
0,0,493,0,0,0,277,0,0,1299
0,155,254,118,0,188,233,164,82,854
0,301,253,0,0,0,341,0,114,972
96,0,338,0,408,0,299,347,0,510
333,0,0,314,0,359,0,52,0,950
0,0,0,0,205,413,232,244,240,621
