0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0.728309953734682,0.27169004626531806
0,0,0,0,0,0,0,0,0.5681417104739016,0,0.43185828952609845
0,0,0,0,0,0,0,0,0.26331293159526087,0.5365365247067941,0.20015054369794513
0,0,0,0,0,0,0,0.6442089416499956,0,0,0.3557910583500043
0,0,0,0,0,0,0,0.32972835427189834,0,0.48816551128990276,0.18210613443819879
0,0,0,0,0,0,0,0.4388136216187929,0.31883338890815316,0,0.24235298947305398
0,0,0,0,0,0,0,0.26600131125584586,0.19327134652030062,0.39381710559813227,0.14691023662572122
0,0,0,0,0,0,0.5727681262975887,0,0,0,0.4272318737024113
0,0,0,0,0,0,0.2669917250926342,0,0,0.5338572227849226,0.1991510521224432
0,0,0,0,0,0,0.36667595592777275,0,0.35981780568344385,0,0.27350623838878346
0,0,0,0,0,0,0.2115627121265742,0,0.20760573364896837,0.42302540238485803,0.15780615183959942
0,0,0,0,0,0,0.322947824589335,0.43616306536313165,0,0,0.24088911004753322
0,0,0,0,0,0,0.19623223738746667,0.2650250215830365,0,0.39237170079408856,0.14637104023540826
0,0,0,0,0,0,0.2452319644007294,0.3312024951834179,0.240645250629665,0,0.18292028978618763
0,0,0,0,0,0,0.16454678117232585,0.22223165170107845,0.16146916855754395,0.32901576850135766,0.12273663006769407
0,0,0,0,0,0.6582436904384349,0,0,0,0,0.34175630956156505
0,0,0,0,0,0.3435269394053703,0,0,0,0.47811586438973985,0.1783571962048899
0,0,0,0,0,0.4540845978598597,0,0,0.3101573103459471,0,0.23575809179419316
0,0,0,0,0,0.2782400845447172,0,0,0.19004871924647815,0.38725055671104697,0.14446063949775775
0,0,0,0,0,0.40662520072943253,0,0.38225735143987094,0,0,0.21111744783069655
0,0,0,0,0,0.25966925180854716,0,0.24410803921805094,0,0.36140393821451683,0.13481877075888501
0,0,0,0,0,0.31823764991587206,0,0.2991666059237555,0.21736860050730922,0,0.16522714365306318
