0,0.23813105380776506,0.08659143630701228,0.15271638396237927,0.2014383738060256,0,0,0,0.13605248631393008,0.185070265802888
0,0.17133903439658704,0.08366911040522548,0,0.12243744590048508,0.20456624948245244,0.10757103983763577,0.15766396471507674,0.056638560101221584,0.09611459516131612
0.1519111033395742,0,0,0,0.340759896177499,0.32250158527597966,0,0,0.13049169672338354,0.05433571848356375
0,0,0.12181367752292231,0,0.34302716883274276,0.37196281266108017,0,0,0,0.16319634098325486
0.160721081056159,0.12801631652794862,0.07619004804762085,0.10790239049314948,0.16189104301900506,0.20456624948245244,0,0.12448753370811173,0,0.03622533766555308
0,0.2497530295733944,0.09915321909118126,0,0.22739960530095546,0,0,0.18281149434824012,0.07121558000891556,0.1696670716773134
0.168478102526061,0.291697612668708,0.12369287155980496,0,0.17600562783237828,0,0.14997273696162075,0,0,0.09015304845142731
0.277683291535359,0,0,0.19671055642208624,0,0,0,0,0.28897933417827243,0.23662681786428263
0,0,0.09989252113968838,0.2281990085875098,0.2716447587416736,0.24739126726953004,0,0,0,0.15287244426159835
0.22151548190815268,0,0.22079295675670124,0,0,0.2902681273353875,0.2199102063400867,0,0,0.04751322765967213
0,0.15170188788914488,0,0.1217872858845554,0.18481382374835464,0.2188877559436686,0.13295545713993406,0,0.09373919423302657,0.09611459516131612
0.168478102526061,0.2620111803658313,0,0.09253632237653656,0.23849685952391816,0,0.13284037807027016,0,0,0.10563715713738309
0.160721081056159,0,0,0.10790239049314948,0.28679371706760287,0.24706923248073837,0,0.14926792066175268,0,0.04824565824059788
0,0,0,0,0,0,0,0.3823355350180334,0.30152330664114163,0.3161411583408251
0,0.20137430656181463,0,0,0.23682920365104362,0.3157196392532404,0,0,0.12474667838194928,0.12133017215195224
0,0,0,0.1251750883543015,0,0.27351893197924954,0.24151760981244547,0,0.2298088345353755,0.12997953531862816
0.1778534399475096,0,0.08875183083178982,0,0.22430248537606298,0.26819341628332966,0,0.18867897340308512,0,0.05221985415822303
0,0,0,0,0,0.36598168250485696,0,0.37189644424426627,0,0.262121873250877
0.30090142884965243,0,0,0,0,0,0.2587704991518131,0,0.27023809672725885,0.17008997527127578
0,0,0.2602465538752213,0,0,0.3803184817137203,0,0,0,0.3594349644110586
0,0,0.22079295675670124,0,0,0.2902681273353875,0.26946028816703604,0,0,0.21947862774087543
0,0.2301158830659522,0.08659143630701228,0.1217872858845554,0.1619847766875056,0,0.1346209270777155,0,0.10504500216500735,0.15985468881225187
0.1347787444482236,0,0.07110732762105651,0.113367862011366,0.2707896021283545,0.24250140554141486,0,0,0.1170935356836461,0.05036152256593859
0,0.3836327674369029,0,0.3051110346027351,0,0,0,0,0,0.31125619796036225
0,0,0,0,0,0,0,0.5455569403668703,0,0.4544430596331299
0.2001608363907213,0,0,0.11726176409221442,0.33413599043321346,0.28479255671767856,0,0,0,0.06364885236617246
0.12868719291610306,0,0.08366911040522548,0,0.18399373164422392,0.2284805543965422,0.12600172598724532,0.15766396471507674,0.062383578442655845,0.029120141492927635
0,0,0.1594233514411922,0,0.5620716878998017,0,0,0,0,0.2785049606590063
0.2469664204138678,0,0.13533321230969783,0.18539177390944073,0,0,0,0,0.2485888776787071,0.18371971568828682
0,0.32149292361100446,0.1618674979011823,0,0,0,0,0.1941302768608856,0.14859163019642288,0.173917671430505
0.19782991054695645,0,0,0.07732234941754237,0,0.2728962418741143,0.1914494430107599,0.21273545959533496,0,0.04776659555529224
0,0,0.1290971502236167,0.2443897463532554,0,0,0.1974849798155486,0.1990280719022775,0,0.23000005170530208
0.1901796132139976,0.1941969310726453,0,0,0.24191192407760795,0.32208299984462174,0,0,0,0.05162853179112766
0.16746149234468194,0.2438533051947961,0.08659143630701228,0.09972787449570433,0,0,0.12435620083896369,0.12957169448638975,0.06732167792806715,0.081116318404385
0,0,0,0,0.38010841812851226,0.34572549569945077,0,0,0.1368413975274149,0.1373246886446222
0.17875231058341007,0,0.1224676026692113,0,0.2572552348738969,0,0.1308915877153605,0.1638985864494442,0,0.1467346777086772
0.12868719291610306,0.13199051244557378,0,0,0.17984595716546062,0.20486690479879593,0.11378312181777336,0.15766396471507674,0.07003672114095903,0.013125625000257683
0,0.4093160894407177,0,0,0.3706075845358375,0,0,0,0,0.2200763260234451
0,0.12801631652794862,0.07619004804762085,0.14446180042554638,0.12243744590048508,0.20456624948245244,0.09043868094628518,0.12448753370811173,0,0.10940192496154999
0.6831958111403398,0,0,0,0,0,0,0,0,0.3168041888596604
0.2052496195254205,0.1654393100179887,0,0.10739629088204716,0,0.23558377592028712,0,0.14494455211722862,0.11419784391851734,0.027188607618510767
0,0,0.07110732762105651,0.1588079354944998,0.2707896021283545,0.24250140554141486,0,0,0.12344323648767747,0.13335049272699703
0.14671842244335412,0,0,0,0.275981707113326,0,0.1385635087714143,0.15766396471507674,0.12459239503780976,0.15648000191901928
0.160721081056159,0.12801631652794862,0,0.10790239049314948,0.22438227471054498,0.2182650658385334,0,0.12448753370811173,0,0.03622533766555308
0,0.32086482441773595,0.10851259269024621,0,0.24949983077520005,0,0,0,0.13605248631393008,0.185070265802888
0.17875231058341007,0,0.09167415673357662,0.12913793589817033,0.2194283524616695,0,0.11375922882400992,0.12448753370811173,0,0.14276048179105205
0.2172931952820719,0,0.12181367752292231,0,0.2716447587416736,0.3216253201695348,0,0,0,0.06762304828379762
0,0,0.08659143630701228,0.2050981976896315,0.2580267929668704,0,0,0.15104846966919802,0.07696059835034982,0.22227450501693818
0,0,0.07110732762105651,0.1217872858845554,0.20655561805619363,0.24250140554141486,0.1638273956256955,0,0.08608605153472337,0.10813491573636093
0.14671842244335412,0,0.08659143630701228,0.11845481807132477,0.21857319584835042,0,0.10886936709589475,0.1182529119737443,0.0730666962695014,0.1294731519908182
